,kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.channelTitle,snippet.playlistId,snippet.position,snippet.resourceId.kind,snippet.resourceId.videoId,snippet.videoOwnerChannelTitle,snippet.videoOwnerChannelId,publish_date,viewcount_jamescharles
50,youtube#playlistItem,XNAHX0QzTwOq5Bu0mHypDKuR3Lw,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLmU1T2I5YjZZemE0,2023-04-21T19:00:07Z,UCucot-Zp428OwkyRm2I7v2Q,FULL FACE OF SELENA GOMEZ'S RARE BEAUTY!,"In today's video, I tried out a FULL FACE of Rare Beauty by Selena Gomez. I was skeptical of this line at first but after so many products have gone viral, I may have changed my mind... check out my review to see which products I love and if there were any I didn't!  🎥 Previous Video » https://youtu.be/TG_RS6GvA9w 🛎 Subscribe to my channel & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  💞 Let's Be Sisters! Instagram » http://instagram.com/jamescharles Facebook » http://facebook.com/jamescharles TikTok » http://tiktok.com/@jamescharles Twitter » http://twitter.com/jamescharles  💌 Business Inquiries » business@spinandco.com  🔥 My Amazing Team Creative Director: Louis Gargiula http://instagram.com/louisgargiula Creative Assistant: Trevor Garcia http://instagram.com/igtrevor Editor: Ryan Allen http://instagram.com/helloxryan  Graphics: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,49,youtube#video,e5Ob9b6Yza4,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2023-04-21,1675638
52,youtube#playlistItem,WM4lXVxM-v82lpDrtVwKgoTaFhE,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLlRHX1JTNkd2QTl3,2023-04-14T19:00:26Z,UCucot-Zp428OwkyRm2I7v2Q,FULL FACE OF BEAUTY INFLUENCER MAKEUP BRANDS!,"In today's video, I tried out BEAUTY INFLUENCER's makeup brands and gave honest reviews of the products! OneSize by Patrick Star, Nimya by Nikkie Tutorials, Jaclyn Cosmetics by Jaclyn Hill, Lunar Beauty by Manny MUA, Laura Lee Los Angeles, Dominique Cosmetics, and more!!   🎥 Previous Video » https://youtu.be/I1alUCR96rI 🛎 Subscribe to my channel & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  💞 Let's Be Sisters! Instagram » http://instagram.com/jamescharles Facebook » http://facebook.com/jamescharles TikTok » http://tiktok.com/@jamescharles Twitter » http://twitter.com/jamescharles  💌 Business Inquiries » business@spinandco.com  🔥 My Amazing Team Creative Director: Louis Gargiula http://instagram.com/louisgargiula Creative Assistant: Trevor Garcia http://instagram.com/igtrevor Editor: Ryan Allen http://instagram.com/helloxryan  Graphics: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,51,youtube#video,TG_RS6GvA9w,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2023-04-14,1406705
53,youtube#playlistItem,MWZAi4G4uif0vlYXbu1FXaX2haI,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLkkxYWxVQ1I5NnJJ,2023-04-13T16:53:34Z,UCucot-Zp428OwkyRm2I7v2Q,MY MAKEUP BRAND IS CALLED...,"PAINTED by James Charles... COMING SUMMER 2023 🎨🤍 4 years of hard work later… my own makeup brand is finally coming. I’m beyond excited to share these products with you, but for now, here’s a teaser of what’s to come… 🫶🏼  Model: @kayleeanderson_ Makeup: @jamescharles & @jesssusgomez Hair: @thedustinbaker Director: @ajkrick Director of Photography: @zachvoytas Production Designer: @flintdesign Line Producer: @panachelle Gaffer: @glowingambersproductions Edit: @bastianvek Sound: @jimfoon Color: @j_b_innovate.color",James Charles,UUucot-Zp428OwkyRm2I7v2Q,52,youtube#video,I1alUCR96rI,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2023-04-13,653595
55,youtube#playlistItem,choeWSD2tURMJXbNSK0XFmy8yME,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLnhrNmxfam42Z2Nv,2023-04-07T19:00:02Z,UCucot-Zp428OwkyRm2I7v2Q,I SLEPT IN MY MAKEUP AND HERE’S WHAT HAPPENED…,"I tried out a full face using only LONG LASTING 24HR MAKEUP PRODUCTS and put them to the test by going to an amusement park, sweating, eating dinner, and SLEEPING. Watch to see if the products actually worked!   🎥 Previous Video » https://youtu.be/5g0F7IgUBUo 🛎 Subscribe to my channel & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  💞 Let's Be Sisters! Instagram » http://instagram.com/jamescharles Facebook » http://facebook.com/jamescharles TikTok » http://tiktok.com/@jamescharles Twitter » http://twitter.com/jamescharles  💌 Business Inquiries » business@spinandco.com  🔥 My Amazing Team Creative Director: Louis Gargiula http://instagram.com/louisgargiula Creative Assistant: Trevor Garcia http://instagram.com/igtrevor Editor: Ryan Allen http://instagram.com/helloxryan  Graphics: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,54,youtube#video,xk6l_jn6gco,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2023-04-07,1649986
57,youtube#playlistItem,JGPFGfcK-kMSsUI7ulN5azqovGY,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLjVnMEY3SWdVQlVv,2023-03-31T19:00:04Z,UCucot-Zp428OwkyRm2I7v2Q,RECREATING ICONIC HARRY POTTER RECIPES! ⚡️,"In today's video, I recreated a few iconic recipes from Harry Potter movies! Harry's birthday cake, Golden Snitches, and of course, Butterbeer! Watch to see how I put them together, and carry on the Hogwarts Legacy! Enjoy and don't forget to thumbs up and subscribe!  🎥 Previous Video » https://youtu.be/8zJuUvBHAeY 🛎 Subscribe to my channel & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  💞 Let's Be Sisters! Instagram » http://instagram.com/jamescharles Facebook » http://facebook.com/jamescharles TikTok » http://tiktok.com/@jamescharles Twitter » http://twitter.com/jamescharles  💌 Business Inquiries » business@spinandco.com  🔥 My Amazing Team Creative Director: Louis Gargiula http://instagram.com/louisgargiula Creative Assistant: Trevor Garcia http://instagram.com/igtrevor Editor: Ryan Allen http://instagram.com/helloxryan  Graphics: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,56,youtube#video,5g0F7IgUBUo,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2023-03-31,579363
59,youtube#playlistItem,YXC1CseIlYo2_li3Dzqot_wX2Hs,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLjh6SnVVdkJIQWVZ,2023-03-24T19:00:23Z,UCucot-Zp428OwkyRm2I7v2Q,FULL FACE OF MAKEUP FROM TJ MAXX!,"In todays video, we went to TJ MAXX to shop for makeup! My palette was sold there and caused a lot of drama online, so I wanted to talk about it, and see if I could put together a great full face of makeup with some bargain sale products. Enjoy!!  🎥 Previous Video » https://youtu.be/WwKZ8v1ptqo 🛎 Subscribe to my channel & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  💞 Let's Be Sisters! Instagram » http://instagram.com/jamescharles Facebook » http://facebook.com/jamescharles TikTok » http://tiktok.com/@jamescharles Twitter » http://twitter.com/jamescharles  💌 Business Inquiries » business@spinandco.com  🔥 My Amazing Team Creative Director: Louis Gargiula http://instagram.com/louisgargiula Creative Assistant: Trevor Garcia http://instagram.com/igtrevor Editor: Ryan Allen http://www.instagram.com/helloxryan  Graphics: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,58,youtube#video,8zJuUvBHAeY,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2023-03-24,1971574
60,youtube#playlistItem,-m_xnZwrVjXHYexgM2tTSr7g7wA,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLld3S1o4djFwdHFv,2023-03-17T19:00:07Z,UCucot-Zp428OwkyRm2I7v2Q,THE DUMBEST 5 MINUTE CRAFT MAKEUP HACKS YET...,"Today we're exposing more 5 Minute Craft's Makeup Hacks! Foundation with a peach, DEODERANT to set your face, and pasta lipstick... these might be the worst yet. Enjoy!!  🎥 Previous Video » https://youtu.be/gkuaRMZIOdk 🛎 Subscribe to my channel & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  💞 Let's Be Sisters! Instagram » http://instagram.com/jamescharles Facebook » http://facebook.com/jamescharles TikTok » http://tiktok.com/@jamescharles Twitter » http://twitter.com/jamescharles  💌 Business Inquiries » business@spinandco.com  🔥 My Amazing Team Creative Director: Louis Gargiula http://instagram.com/louisgargiula Creative Assistant: Trevor Garcia http://instagram.com/igtrevor Editor: Ryan Allen http://instagram.com/helloxryan  Graphics: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,59,youtube#video,WwKZ8v1ptqo,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2023-03-17,1232400
62,youtube#playlistItem,aEGHirS_XQGYIzHZMU96y8-oYJc,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLmdrdWFSTVpJT2Rr,2023-03-10T20:00:39Z,UCucot-Zp428OwkyRm2I7v2Q,Full Face Of The Most EXPENSIVE Makeup Products!,"Today I'm trying out the world's most EXPENSIVE LUXURY makeup routine! I used ONLY designer brands, these products cost me $1000 total! I used viral brands such as La Mer, Dior, Givenchy, Lancome, Tom Ford, & more. Enjoy!  🎥 Previous Video » https://youtu.be/4O5lKGGI_1A 🛎 Subscribe to my channel & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  💞 Let's Be Sisters! Instagram » http://instagram.com/jamescharles Facebook » http://facebook.com/jamescharles TikTok » http://tiktok.com/@jamescharles Twitter » http://twitter.com/jamescharles  💌 Business Inquiries » business@spinandco.com  🔥 My Amazing Team Creative Director: Louis Gargiula http://instagram.com/louisgargiula Creative Assistant: Trevor Garcia http://instagram.com/igtrevor Editor: Ryan Allen http://instagram.com/helloxryan  Graphics: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,61,youtube#video,gkuaRMZIOdk,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2023-03-10,1979917
64,youtube#playlistItem,HwGC9iThGF0Lgtu0AygpIjdBC_o,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLjRPNWxLR0dJXzFB,2023-03-03T20:00:26Z,UCucot-Zp428OwkyRm2I7v2Q,A.I. Picks My Makeup Routine! 🤖,Hi sisters! Robots are taking over the world... even doing MAKEUP now! 🤖 I logged onto ChatGPT and asked A.I. to give me a makeup routine! I followed it to the end... watch to find out if the look was a success or a fail!  🎥 Previous Video » https://youtu.be/HvdOs_jCx9w 🛎 Subscribe to my channel & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  💞 Let's Be Sisters! Instagram » http://instagram.com/jamescharles Facebook » http://facebook.com/jamescharles TikTok » http://tiktok.com/@jamescharles Twitter » http://twitter.com/jamescharles  💌 Business Inquiries » business@spinandco.com  🔥 My Amazing Team Creative Director: Louis Gargiula http://instagram.com/louisgargiula Creative Assistant: Trevor Garcia http://instagram.com/igtrevor Editor: Ryan Allen http://instagram.com/helloxryan  Graphics: Michael Rusakov http://instagram.com/michael.ny,James Charles,UUucot-Zp428OwkyRm2I7v2Q,63,youtube#video,4O5lKGGI_1A,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2023-03-03,1027001
66,youtube#playlistItem,ymQFt758sdBmzuPBubfK9q00YDo,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLkh2ZE9zX2pDeDl3,2023-02-24T20:14:09Z,UCucot-Zp428OwkyRm2I7v2Q,EYES CLOSED MAKEUP CHALLENGE!!,HI SISTERS! Today I did my full face of my makeup completely blind with my eyes closed! This makeup challenge has been going viral all over tiktok so I thought I'd try it for myself... watch to end to see how my results turned out with no vision!!  🎥 Previous Video » https://youtu.be/F5hoXPkjgD8 🛎 Subscribe to my channel & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  💞 Let's Be Sisters! Instagram » http://instagram.com/jamescharles Facebook » http://facebook.com/jamescharles TikTok » http://tiktok.com/@jamescharles Twitter » http://twitter.com/jamescharles  💌 Business Inquiries » business@spinandco.com  🔥 My Amazing Team Creative Director: Louis Gargiula http://instagram.com/louisgargiula Creative Assistant: Trevor Garcia http://instagram.com/igtrevor Editor: Ryan Allen http://instagram.com/helloxryan  Graphics: Michael Rusakov http://instagram.com/michael.ny,James Charles,UUucot-Zp428OwkyRm2I7v2Q,65,youtube#video,HvdOs_jCx9w,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2023-02-24,1058915
68,youtube#playlistItem,QnhiqsIicFTPiDOgd6721ynhZso,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLkY1aG9YUGtqZ0Q4,2023-02-17T20:01:12Z,UCucot-Zp428OwkyRm2I7v2Q,DOING MY MAKEUP WHILE SKIING! ⛷️,"Today's video isn't clickbait... I literally did my makeup while skiing down the slopes. This was one of the craziest challenges I've ever done, but I had SO MUCH FUN! Enjoy and let me know how you think I did!!  🎥 Previous Video » https://youtu.be/sIXxCbMDcEk 🛎 Subscribe to my channel & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  💞 Let's Be Sisters! Instagram » http://instagram.com/jamescharles Facebook » http://facebook.com/jamescharles TikTok » http://tiktok.com/@jamescharles Twitter » http://twitter.com/jamescharles  💌 Business Inquiries » business@spinandco.com  🔥 My Amazing Team Creative Director: Louis Gargiula http://instagram.com/louisgargiula Creative Assistant: Trevor Garcia http://instagram.com/igtrevor Editor: Ryan Allen http://instagram.com/helloxryan  Graphics: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,67,youtube#video,F5hoXPkjgD8,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2023-02-17,809494
70,youtube#playlistItem,N_mURRHQrLbNAqISupFsjI1JmR4,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLnNJWHhDYk1EY0Vr,2023-02-11T20:11:45Z,UCucot-Zp428OwkyRm2I7v2Q,GUESS THE MAKEUP PRODUCTS TO WIN $100!!,"HI SISTERS! In today's video, I challenged strangers to a makeup quiz! If they can guess 3 SECRET MYSTERY makeup products, they'd win $100!! We were on Hollywood Boulevard so things got crazy too.. enjoy!!   🎥 Previous Video » https://youtu.be/n7dGN4omVk4 🛎 Subscribe to my channel & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  💞 Let's Be Sisters! Instagram » http://instagram.com/jamescharles Facebook » http://facebook.com/jamescharles TikTok » http://tiktok.com/@jamescharles Twitter » http://twitter.com/jamescharles  💌 Business Inquiries » business@spinandco.com  🔥 My Amazing Team Creative Director: Louis Gargiula http://instagram.com/louisgargiula Creative Assistant: Trevor Garcia http://instagram.com/igtrevor Editor: Ryan Allen http://www.instagram.com/helloxryan  Graphics: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,69,youtube#video,sIXxCbMDcEk,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2023-02-11,715607
73,youtube#playlistItem,yjvd0M3gYYNko5X8VwUA05cOlRY,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLm43ZEdONG9tVms0,2023-02-03T20:30:47Z,UCucot-Zp428OwkyRm2I7v2Q,James Charles Talks About Beauty Drama and Does a 2023 Makeup Look | Beauty Secrets | Vogue,"Today's video is an updated 2023 makeup routine! We talk about what's to come this year, my brand, beauty drama, TikTok, & more!! Enjoy and don't forget to thumbs up and subscribe!!  I🎥 Previous Video » https://youtu.be/pp-JZdu-SGE 🛎 Subscribe to my channel & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  💞 Let's Be Sisters! Instagram » http://instagram.com/jamescharles Facebook » http://facebook.com/jamescharles TikTok » http://tiktok.com/@jamescharles Twitter » http://twitter.com/jamescharles  💌 Business Inquiries » business@spinandco.com  🔥 My Amazing Team Creative Director: Louis Gargiula http://instagram.com/louisgargiula Creative Assistant: Trevor Garcia http://instagram.com/igtrevor Editor: Ryan Allen http://instagram.com/helloxryan  Graphics: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,72,youtube#video,n7dGN4omVk4,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2023-02-03,768052
75,youtube#playlistItem,BxL58CX3ZDdtMviZv1M3n2Fbz-Q,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLnBwLUpaZHUtU0dF,2023-01-27T20:00:11Z,UCucot-Zp428OwkyRm2I7v2Q,I BOUGHT A $1000 MAKEUP MYSTERY BOX!,"HI SISTERS! In today's video, I open up a $1000 mystery box that ordered from eBay with secret makeup items, technology, and surprises from tons of brands! Watch to see what's inside and the full face of makeup I create with the products. Enjoy!!  🎥 Previous Video » https://youtu.be/tzIxXesT2r8 🛎 Subscribe to my channel & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  💞 Let's Be Sisters! Instagram » http://instagram.com/jamescharles Facebook » http://facebook.com/jamescharles TikTok » http://tiktok.com/@jamescharles Twitter » http://twitter.com/jamescharles  💌 Business Inquiries » business@spinandco.com  🔥 My Amazing Team Creative Director: Louis Gargiula http://instagram.com/louisgargiula Creative Assistant: Trevor Garcia http://instagram.com/igtrevor Editor: Ryan Allen http://instagram.com/helloxryan  Graphics: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,74,youtube#video,pp-JZdu-SGE,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2023-01-27,2035604
78,youtube#playlistItem,6I3YnChjtBqIn1Gi5NjvtvBT7vM,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLnR6SXhYZXNUMnI4,2023-01-20T20:00:08Z,UCucot-Zp428OwkyRm2I7v2Q,FULL FACE OF TIKTOK VIRAL MAKEUP HACKS!,"HI SISTERS! In today's video, I did a FULL FACE of makeup using ONLY VIRAL Tiktok hacks!! Whipped cream sunscreen, foundation drops with your hands, Kendall & Hailey contour, lash curler eyeshadow, lip contouring, and more!!   🎥 Previous Video » https://youtu.be/EixflMom1v0 🛎 Subscribe to my channel & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  💞 Let's Be Sisters! Instagram » http://instagram.com/jamescharles Facebook » http://facebook.com/jamescharles TikTok » http://tiktok.com/@jamescharles Twitter » http://twitter.com/jamescharles  💌 Business Inquiries » business@spinandco.com  🔥 My Amazing Team Creative Director: Louis Gargiula http://instagram.com/louisgargiula Creative Assistant: Trevor Garcia http://instagram.com/igtrevor Editor: Ryan Allen http://instagram.com/helloxryan  Graphics: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,77,youtube#video,tzIxXesT2r8,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2023-01-20,2421287
81,youtube#playlistItem,8TmIj7CMPz2fR8mroo7d0oJruNU,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLkVpeGZsTW9tMXYw,2022-12-31T19:00:26Z,UCucot-Zp428OwkyRm2I7v2Q,WHAT REALLY HAPPENED IN 2022...,"HI SISTERS! Thank GOD 2022 is over with. Today's video is bloopers, never before seen footage, outtakes, and hilarious moments that didn't make it in this year's videos. I hope you enjoy and I'll see you in 2023!!   🎥 Previous Video » https://youtu.be/QQGSDUkHPkY 🛎 Subscribe to my channel & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  💞 Let's Be Sisters! Instagram » http://instagram.com/jamescharles Facebook » http://facebook.com/jamescharles TikTok » http://tiktok.com/@jamescharles Twitter » http://twitter.com/jamescharles  💌 Business Inquiries » business@spinandco.com  🔥 My Amazing Team Creative Director: Louis Gargiula http://instagram.com/louisgargiula Creative Assistant: Trevor Garcia http://instagram.com/igtrevor Editor: Ryan Allen http://instagram.com/helloxryan  Graphics: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,80,youtube#video,EixflMom1v0,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2022-12-31,1039668
